Name,"On Hand",Available,Reserved,SKU,Bin,Warehouse,Backorder,"Sell Ahead","On Order","Pending Return"
"Elizabeth | HF Synthetic Lace Front Wig (Mono Top) 14/26S10",3,3,0,JR5158_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Allure | Synthetic Wig (Basic Cap) 12FS8",3,3,0,JR5350_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Jazz Mono | Synthetic Wig (Mono Top) 24BT18S8",3,3,0,JR5376_16,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Julia | Synthetic Lace Front (Mono Top) 24B22",3,3,0,JR5380_12,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Julia | Synthetic Lace Front (Mono Top) 24BT18",3,3,0,JR5380_13,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Naomi | HF Synthetic Lace Front Wig (Mono Top) FS613/24B",3,3,0,JR5383_29,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Kristen | Synthetic Lace Front Wig (Basic Cap) 12FS8",3,3,0,JR5385_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Vanessa | HF Synthetic Lace Front Wig (Basic Cap) 12FS8",3,3,0,JR5386_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Vanessa | HF Synthetic Lace Front Wig (Basic Cap) 60",3,3,0,JR5386_23,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"January | Synthetic Lace Front Wig (Mono Top) 12FS12",3,1,0,JR5400_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Mila Petite | Synthetic Lace Front Wig (Mono Top) 12FS8",3,3,0,JR5404_34,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Sarah | Synthetic Lace Front Wig (Hand-Tied) 30A27S4",3,3,0,JR5705_19,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Kristi | Synthetic Lace Front Wig (HT) 22F16",3,3,0,JR5706_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Julianne Petite | Synthetic Lace Front Wig (HT) 12FS8",3,3,0,JR5709_05,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Cameron Petite | Synthetic Lace Front Wig (HT) 22F16",3,3,0,JR5710_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Alexis | Synthetic Wig 8/32",3,3,0,JR5725_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Marion | Synthetic Lace Front Wig 101F48T",3,3,0,JR5726_25,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Hillary | Synthetic Lace Front Wig (Basic Cap) 12FS8",3,3,0,JR5874_06,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Drew | Synthetic Lace Front Wig (Mono Top) 8RH14",3,3,0,JR5960_25,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Notch | Synthetic Hair Topper (Double Mono Top) 10H16",3,3,0,JR5970_03,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Notch | Synthetic Hair Topper (Double Mono Top) 12FS12",3,3,0,JR5970_06,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Notch | Synthetic Hair Topper (Double Mono Top) 24BT18",3,3,0,JR5970_16,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Notch | Synthetic Hair Topper (Double Mono Top) 6",3,3,0,JR5970_22,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Scarlett | Synthetic Lace Front Wig (Basic Cap) 8RH14",3,3,0,JR5971_28,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Crown | Synthetic Hair Topper (Full Mono) 38",3,3,0,JR5972_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Crown | Synthetic Hair Topper (Full Mono) 6",3,3,0,JR5972_20,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Cameron | Synthetic Lace Front Wig (Hand-Tied) 22F16S8",3,3,0,JR5980_12,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Alessandra | Synthetic Lace Front Wig (Mono Top) 6",3,3,0,JR5982_24,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rachel | Synthetic Lace Front Wig (Hand-Tied) 27MB",3,3,0,JR5984_16,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Scarlett Large | Synthetic Lace Front Wig (Basic Cap) 4",3,3,0,JR5986_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style 18"" | Synthetic Hair Topper (Mono Top) 12FS8",3,3,0,JR5989_06,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style 18"" | Synthetic Hair Topper (Mono Top) 1B",3,3,0,JR5989_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style 18"" | Synthetic Hair Topper (Mono Top) 4",3,3,0,JR5989_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style 12"" | Synthetic Hair Topper (Mono Top) 1B",3,3,0,JR5991_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style 12"" | Synthetic Hair Topper (Mono Top) 56/51",3,3,0,JR5991_22,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style 12"" | Synthetic Hair Topper (Mono Top) 12FS12",3,3,0,JR5991_29,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Style 12"" | Synthetic Hair Topper (Mono Top) FS17/101S18",3,3,0,JR5991_31,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Wave 12"" | Synthetic Hair Topper (Full Mono) 6",3,3,0,JR5992_18,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Wave 18"" | Synthetic Hair Topper (Full Mono) 10",3,3,0,JR5993_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Top Wave 18"" | Synthetic Hair Topper (Full Mono) 12FS8",3,2,0,JR5993_06,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Miranda | Synthetic Lace Front Wig (Mono Part) 4",3,3,0,JR5996_19,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playmate Straight | Synthetic Hair Topper 24B22",3,3,0,JR611A_16,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Classy | Synthetic Ponytail (Clip On) 4H27",3,3,0,JR623_33,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rampage | Synthetic Ponytail 10",3,3,0,JR628_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rampage | Synthetic Ponytail 10H24B",3,3,0,JR628_02,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rampage | Synthetic Ponytail 12/30BT",3,3,0,JR628_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rampage | Synthetic Ponytail 12F",3,3,0,JR628_05,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Rampage | Synthetic Ponytail 613",3,2,0,JR628_33,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,2,0
"Playful | Synthetic Hair Wrap 14/24",3,3,0,JR672A_08,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playful | Synthetic Hair Wrap 22MB",3,3,0,JR672A_12,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playful | Synthetic Hair Wrap 24B22",3,3,0,JR672A_14,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Playful | Synthetic Hair Wrap 24B613",3,3,0,JR672A_15,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playful | Synthetic Hair Wrap 24BT18",3,2,0,JR672A_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Playful | Synthetic Hair Wrap 27MB",3,3,0,JR672A_20,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playful | Synthetic Hair Wrap 38",3,3,0,JR672A_25,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Playful | Synthetic Hair Wrap 6",3,3,0,JR672A_33,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Fun Bun | Synthetic Hair Wrap 10H24B",3,1,0,JR676A_02,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,2,0
"Fun Bun | Synthetic Hair Wrap 16/22",3,3,0,JR676A_09,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Fun Bun | Synthetic Hair Wrap 1B",3,3,0,JR676A_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Fun Bun | Synthetic Hair Wrap 24B/27C",3,3,0,JR676A_13,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Fun Bun | Synthetic Hair Wrap 24B22",3,3,0,JR676A_14,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Fun Bun | Synthetic Hair Wrap 24B613",3,3,0,JR676A_15,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Fun Bun | Synthetic Hair Wrap 24BT18",3,3,0,JR676A_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Fun Bun | Synthetic Hair Wrap 27B",3,3,0,JR676A_19,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Fun Bun | Synthetic Hair Wrap 4",3,3,0,JR676A_29,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Fun Bun | Synthetic Hair Wrap 44",3,3,0,JR676A_31,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Fun Bun | Synthetic Hair Wrap 48",3,3,0,JR676A_32,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Fun Bun | Synthetic Hair Wrap 4H27",3,3,0,JR676A_33,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Fun Bun | Synthetic Hair Wrap 6",3,1,0,JR676A_36,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,3,0
"Fun Bun | Synthetic Hair Wrap 8",3,3,0,JR676A_41,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Fun Bun | Synthetic Hair Wrap 8/30",3,3,0,JR676A_42,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Angie Exclusive | Remy Human Hair Lace Front Wig (Hand-Tied) 12FS8",3,3,0,JR707A_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Angie Exclusive | Remy Human Hair Lace Front Wig (Hand-Tied) 12FS12",3,3,0,JR707A_16,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Carrie Exclusive | Human Hair Lace Front Wig (Mono Top) 6RN",3,3,0,JR708A_09,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Carrie Exclusive | Human Hair Lace Front Wig (Mono Top) 8RN",3,3,0,JR708A_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Sienna Exclusive | Remy Human Hair Lace Front Wig (Mono Top) 12FS12",3,3,0,JR717A_14,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HH 12"" | Remy Human Hair Topper (Mono Top) 1B",3,3,0,JR724_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HH XL 18"" | Remy Human Hair Topper (Mono Top) 8",3,3,0,JR735_16,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart French 18"" Exclusive Colors | Remy Human Hair Topper 12FS8",3,3,0,JR741A_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart 8"" | Remy Human Hair Topper 6",3,3,0,JR742_13,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Blake Petite | Remy Human Hair Lace Front Wig (HT) 12FS8",3,3,0,JR750A_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Jon Renau Ladies Human Hair Color Ring",3,3,0,JRCRLHH,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Poly Cotton Turban WHITE",3,3,0,JRPT_11,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"The Softie Boho Beanie Print BLOOMS",3,3,0,JRSBBP_02,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"The Softie Boho Beanie Print FLORA-PATHS",3,3,0,JRSBBP_09,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Sleep Cap Large BLACK",3,3,0,JRSCL_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Sleep Cap Large BROWN",3,3,0,JRSCL_02,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"The Softie - Print SUNSET",3,3,0,JRTSOP_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"The Softie TSO-MOCHA",3,3,0,JRTSO_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"The Simple Softie TSS-BLACK",3,3,0,JRTSS_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"The Simple Softie TSS-NAVY",3,3,0,JRTSS_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Plastic Clamp ",3,3,0,JRWCP,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"China Doll Long | Synthetic Wig (Basic Cap) 1B",2,2,0,JR103L_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"China Doll Long | Synthetic Wig (Basic Cap) FUCHSIA",2,0,0,JR103L_02,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"China Doll Long | Synthetic Wig (Basic Cap) HOT-PINK",2,2,0,JR103L_03,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"China Doll Long | Synthetic Wig (Basic Cap) PINK",2,2,0,JR103L_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Icon | Synthetic Wig (Basic Cap) GREEN",2,2,0,JR113_03,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Icon | Synthetic Wig (Basic Cap) PURPLE",2,2,0,JR113_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Chic Doll | Synthetic Wig (Basic Cap) FUCHSIA",2,2,0,JR114_02,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Chic Doll | Synthetic Wig (Basic Cap) GREEN",2,2,0,JR114_03,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Chic Doll | Synthetic Wig (Basic Cap) PURPLE",2,2,0,JR114_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Chic Doll | Synthetic Wig (Basic Cap) ROYAL-BLUE",2,2,0,JR114_09,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Chic Doll | Synthetic Wig (Basic Cap) WHITE",2,2,0,JR114_11,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Crush | Synthetic Ponytail (Clip In) 24B22",2,2,0,JR235_14,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Crush | Synthetic Ponytail (Clip In) 27B",2,2,0,JR235_19,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Crush | Synthetic Ponytail (Clip In) 33",2,2,0,JR235_26,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Crush | Synthetic Ponytail (Clip In) 8",2,2,0,JR235_34,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Breathless | Synthetic Ponytail (Clip In) 14/24",2,2,0,JR240_08,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Breathless | Synthetic Ponytail (Clip In) 2",2,2,0,JR240_12,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Breathless | Synthetic Ponytail (Clip In) 24B22",2,2,0,JR240_15,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Breathless | Synthetic Ponytail (Clip In) 24B613",2,2,0,JR240_16,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Breathless | Synthetic Ponytail (Clip In) 33",2,2,0,JR240_27,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Breathless | Synthetic Ponytail (Clip In) 38",2,2,0,JR240_28,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Breathless | Synthetic Ponytail (Clip In) 39",2,2,0,JR240_29,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Breathless | Synthetic Ponytail (Clip In) 44",2,2,0,JR240_32,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Breathless | Synthetic Ponytail (Clip In) 56",2,2,0,JR240_36,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Breathless | Synthetic Ponytail (Clip In) 6",2,2,0,JR240_37,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"Foxy | Synthetic Ponytail (Clip In) 12/30BT",2,2,0,JR248_04,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Foxy | Synthetic Ponytail (Clip In) 12F",2,0,0,JR248_05,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,2,0
"Foxy | Synthetic Ponytail (Clip In) 130/28",2,2,0,JR248_06,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Foxy | Synthetic Ponytail (Clip In) 1B",2,2,0,JR248_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Foxy | Synthetic Ponytail (Clip In) 24B22",2,2,0,JR248_15,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Foxy | Synthetic Ponytail (Clip In) 24B613",2,2,0,JR248_16,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Foxy | Synthetic Ponytail (Clip In) 24BT18",2,2,0,JR248_18,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Foxy | Synthetic Ponytail (Clip In) 6",2,2,0,JR248_29,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Mimic | Synthetic Hair Wrap 130/31",2,2,0,JR292_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Mimic | Synthetic Hair Wrap 16/22",2,2,0,JR292_09,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Mimic | Synthetic Hair Wrap 22MB",2,2,0,JR292_13,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Mimic | Synthetic Hair Wrap 24B613",2,2,0,JR292_16,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Mimic | Synthetic Hair Wrap 24BT18",2,2,0,JR292_18,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Mimic | Synthetic Hair Wrap 6",2,2,0,JR292_31,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Mimic | Synthetic Hair Wrap 6/33",2,2,0,JR292_32,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Mimic | Synthetic Hair Wrap 8",2,2,0,JR292_35,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"Mimic | Synthetic Hair Wrap 8/30",2,2,0,JR292_36,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"12"" easiXtend Professional Human Hair Extensions (8 Piece) | Clip In 24B613",2,2,0,JR316_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"16"" easiXtend Elite Remy Human Hair Extensions (8 Pieces) | Clip In 12/30BT",2,2,0,JR322_02,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"16"" easiXtend Elite Remy Human Hair Extensions (8 Pieces) | Clip In 24B613",2,0,0,JR322_08,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,2,0
"20"" easiXtend Elite Remy Human Hair Extensions (8 Pieces) | Clip In 6/33",2,2,0,JR323_18,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"14"" easiVolume (1 Piece) | Human Hair Volumizer | Clip In 22MB",2,2,0,JR329_06,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD 12"" | Synthetic Hair Topper (Mono Part) 10H24B",2,2,0,JR356_02,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD 12"" | Synthetic Hair Topper (Mono Part) 12/30BT",2,2,0,JR356_03,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD 12"" | Synthetic Hair Topper (Mono Part) 14/26S10",2,2,0,JR356_07,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD 12"" | Synthetic Hair Topper (Mono Part) 56/51",2,2,0,JR356_21,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD 12"" | Synthetic Hair Topper (Mono Part) 6/33",2,2,0,JR356_23,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD 12"" | Synthetic Hair Topper (Mono Part) 8/30",2,2,0,JR356_28,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiFringe (HD) | HF Synthetic Clip in Bangs (Mono Base) 10H24B",2,2,0,JR357_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiFringe (HD) | HF Synthetic Clip in Bangs (Mono Base) 14/26S10",2,2,0,JR357_05,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,2,0
"easiFringe (HD) | HF Synthetic Clip in Bangs (Mono Base) 24B613S12",2,2,0,JR357_09,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiFringe (HD) | HF Synthetic Clip in Bangs (Mono Base) 24BT18S8",2,2,0,JR357_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiFringe (HD) | HF Synthetic Clip in Bangs (Mono Base) 27MB",2,2,0,JR357_12,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiFringe (HD) | HF Synthetic Clip in Bangs (Mono Base) 4",2,2,0,JR357_15,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD XL 18"" | HF Synthetic Hair Topper (Mono Top) 14/24",2,2,0,JR358_05,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD XL 18"" | HF Synthetic Hair Topper (Mono Top) 22F16S8",2,2,0,JR358_08,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD XL 18"" | HF Synthetic Hair Topper (Mono Top) 22MB",2,2,0,JR358_09,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD XL 18"" | HF Synthetic Hair Topper (Mono Top) 24B18S8",2,2,0,JR358_11,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD XL 18"" | HF Synthetic Hair Topper (Mono Top) 27MB",2,2,0,JR358_14,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD XL 18"" | HF Synthetic Hair Topper (Mono Top) 33",2,2,0,JR358_16,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD XL 18"" | HF Synthetic Hair Topper (Mono Top) 6/33",2,1,0,JR358_20,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD XL 18"" | HF Synthetic Hair Topper (Mono Top) 6F27",2,2,0,JR358_22,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"easiPart HD XL 18"" | HF Synthetic Hair Topper (Mono Top) 8",2,2,0,JR358_23,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"easiPart HD XL 12"" | Synthetic Hair Topper (Mono Top) 1B",2,2,0,JR359_08,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,1
"easiPart HD XL 12"" | Synthetic Hair Topper (Mono Top) 22MB",2,2,0,JR359_10,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD XL 12"" | Synthetic Hair Topper (Mono Top) 24B18S8",2,2,0,JR359_12,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"easiPart HD XL 12"" | Synthetic Hair Topper (Mono Top) 4",2,2,0,JR359_19,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"easiPart HD XL 12"" | Synthetic Hair Topper (Mono Top) 4/33",2,2,0,JR359_20,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD XL 12"" | Synthetic Hair Topper (Mono Top) 6/33",2,2,0,JR359_23,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD XL 12"" | Synthetic Hair Topper (Mono Top) 6F27",2,2,0,JR359_26,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD 18"" | HF Synthetic Hair Topper (Mono Top) 10H24B",2,2,0,JR360_01,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD 18"" | HF Synthetic Hair Topper (Mono Top) 14/24",2,2,0,JR360_05,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD 18"" | HF Synthetic Hair Topper (Mono Top) 14/26S10",2,2,0,JR360_06,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD 18"" | HF Synthetic Hair Topper (Mono Top) 22F16S8",2,2,0,JR360_08,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,1,0
"easiPart HD 18"" | HF Synthetic Hair Topper (Mono Top) 24B613S12",2,2,0,JR360_12,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD 18"" | HF Synthetic Hair Topper (Mono Top) 27B",2,2,0,JR360_13,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD 18"" | HF Synthetic Hair Topper (Mono Top) 4",2,2,0,JR360_17,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
"easiPart HD 18"" | HF Synthetic Hair Topper (Mono Top) 6/33",2,2,0,JR360_20,"JON RENAU | EASIHAIR","Beauty & Hair / Primary",0,0,0,0
